Finding Title,Finding Description & Remediation,state,First Seen,severity,confidence,triage_state,triaged_at,triage_comment,state_updated_at,repository,location
generic.html-templates.security.var-in-script-tag.var-in-script-tag,"Detected a template variable used in a script tag. Although template variables are HTML escaped, HTML escaping does not always prevent cross-site scripting (XSS) attacks when used directly in JavaScript. If you need this data on the rendered page, consider placing it in the HTML portion (outside of a script tag). Alternatively, use a JavaScript-specific encoder, such as the one available in OWASP ESAPI. For Django, you may also consider using the 'json_script' template tag and retrieving the data in your script by using the element ID (e.g., `document.getElementById`).",unresolved,2023-12-22T21:15:47.710869Z,medium,low,untriaged,,,2023-12-22 21:15:47.706501+00:00,"{'name': 'nnayar-r2c/new-vulnado', 'url': 'https://github.com/nnayar-r2c/new-vulnado'}","{'file_path': 'client/index.html', 'line': 67, 'column': 58, 'end_line': 67, 'end_column': 72}"
generic.html-templates.security.var-in-script-tag.var-in-script-tag,"Detected a template variable used in a script tag. Although template variables are HTML escaped, HTML escaping does not always prevent cross-site scripting (XSS) attacks when used directly in JavaScript. If you need this data on the rendered page, consider placing it in the HTML portion (outside of a script tag). Alternatively, use a JavaScript-specific encoder, such as the one available in OWASP ESAPI. For Django, you may also consider using the 'json_script' template tag and retrieving the data in your script by using the element ID (e.g., `document.getElementById`).",unresolved,2023-12-22T21:15:47.710869Z,medium,low,untriaged,,,2023-12-22 21:15:47.706517+00:00,"{'name': 'nnayar-r2c/new-vulnado', 'url': 'https://github.com/nnayar-r2c/new-vulnado'}","{'file_path': 'client/index.html', 'line': 73, 'column': 37, 'end_line': 73, 'end_column': 45}"
html.security.audit.missing-integrity.missing-integrity,"This tag is missing an 'integrity' subresource integrity attribute. The 'integrity' attribute allows for the browser to verify that externally hosted files (for example from a CDN) are delivered without unexpected manipulation. Without this attribute, if an attacker can modify the externally hosted resource, this could lead to XSS and other types of attacks. To prevent this, include the base64-encoded cryptographic hash of the resource (file) you’re telling the browser to fetch in the 'integrity' attribute for all externally hosted files.",unresolved,2023-12-22T21:15:47.710869Z,medium,low,untriaged,,,2023-12-22 21:15:47.706565+00:00,"{'name': 'nnayar-r2c/new-vulnado', 'url': 'https://github.com/nnayar-r2c/new-vulnado'}","{'file_path': 'client/index.html', 'line': 57, 'column': 5, 'end_line': 57, 'end_column': 72}"
html.security.audit.missing-integrity.missing-integrity,"This tag is missing an 'integrity' subresource integrity attribute. The 'integrity' attribute allows for the browser to verify that externally hosted files (for example from a CDN) are delivered without unexpected manipulation. Without this attribute, if an attacker can modify the externally hosted resource, this could lead to XSS and other types of attacks. To prevent this, include the base64-encoded cryptographic hash of the resource (file) you’re telling the browser to fetch in the 'integrity' attribute for all externally hosted files.",unresolved,2023-12-22T21:15:47.710869Z,medium,low,untriaged,,,2023-12-22 21:15:47.706421+00:00,"{'name': 'nnayar-r2c/new-vulnado', 'url': 'https://github.com/nnayar-r2c/new-vulnado'}","{'file_path': 'client/index.html', 'line': 60, 'column': 5, 'end_line': 60, 'end_column': 101}"
html.security.audit.missing-integrity.missing-integrity,"This tag is missing an 'integrity' subresource integrity attribute. The 'integrity' attribute allows for the browser to verify that externally hosted files (for example from a CDN) are delivered without unexpected manipulation. Without this attribute, if an attacker can modify the externally hosted resource, this could lead to XSS and other types of attacks. To prevent this, include the base64-encoded cryptographic hash of the resource (file) you’re telling the browser to fetch in the 'integrity' attribute for all externally hosted files.",unresolved,2023-12-22T21:15:47.710869Z,medium,low,untriaged,,,2023-12-22 21:15:47.706452+00:00,"{'name': 'nnayar-r2c/new-vulnado', 'url': 'https://github.com/nnayar-r2c/new-vulnado'}","{'file_path': 'client/login.html', 'line': 40, 'column': 3, 'end_line': 40, 'end_column': 70}"
html.security.audit.missing-integrity.missing-integrity,"This tag is missing an 'integrity' subresource integrity attribute. The 'integrity' attribute allows for the browser to verify that externally hosted files (for example from a CDN) are delivered without unexpected manipulation. Without this attribute, if an attacker can modify the externally hosted resource, this could lead to XSS and other types of attacks. To prevent this, include the base64-encoded cryptographic hash of the resource (file) you’re telling the browser to fetch in the 'integrity' attribute for all externally hosted files.",unresolved,2023-12-22T21:15:47.710869Z,medium,low,untriaged,,,2023-12-22 21:15:47.706613+00:00,"{'name': 'nnayar-r2c/new-vulnado', 'url': 'https://github.com/nnayar-r2c/new-vulnado'}","{'file_path': 'client/login.html', 'line': 43, 'column': 3, 'end_line': 43, 'end_column': 99}"
java.lang.security.audit.active-debug-code-printstacktrace.active-debug-code-printstacktrace,Possible active debug code detected. Deploying an application with debug code can create unintended entry points or expose sensitive information.,unresolved,2023-12-22T21:15:47.710869Z,medium,medium,untriaged,,,2023-12-22 21:15:47.706836+00:00,"{'name': 'nnayar-r2c/new-vulnado', 'url': 'https://github.com/nnayar-r2c/new-vulnado'}","{'file_path': 'src/main/java/com/scalesec/vulnado/Comment.java', 'line': 55, 'column': 7, 'end_line': 55, 'end_column': 26}"
java.lang.security.audit.active-debug-code-printstacktrace.active-debug-code-printstacktrace,Possible active debug code detected. Deploying an application with debug code can create unintended entry points or expose sensitive information.,unresolved,2023-12-22T21:15:47.710869Z,medium,medium,untriaged,,,2023-12-22 21:15:47.706852+00:00,"{'name': 'nnayar-r2c/new-vulnado', 'url': 'https://github.com/nnayar-r2c/new-vulnado'}","{'file_path': 'src/main/java/com/scalesec/vulnado/Comment.java', 'line': 70, 'column': 7, 'end_line': 70, 'end_column': 26}"
java.lang.security.audit.active-debug-code-printstacktrace.active-debug-code-printstacktrace,Possible active debug code detected. Deploying an application with debug code can create unintended entry points or expose sensitive information.,unresolved,2023-12-22T21:15:47.710869Z,medium,medium,untriaged,,,2023-12-22 21:15:47.706353+00:00,"{'name': 'nnayar-r2c/new-vulnado', 'url': 'https://github.com/nnayar-r2c/new-vulnado'}","{'file_path': 'src/main/java/com/scalesec/vulnado/Cowsay.java', 'line': 24, 'column': 7, 'end_line': 24, 'end_column': 26}"
java.lang.security.audit.active-debug-code-printstacktrace.active-debug-code-printstacktrace,Possible active debug code detected. Deploying an application with debug code can create unintended entry points or expose sensitive information.,unresolved,2023-12-22T21:15:47.710869Z,medium,medium,untriaged,,,2023-12-22 21:15:47.706772+00:00,"{'name': 'nnayar-r2c/new-vulnado', 'url': 'https://github.com/nnayar-r2c/new-vulnado'}","{'file_path': 'src/main/java/com/scalesec/vulnado/Postgres.java', 'line': 25, 'column': 13, 'end_line': 25, 'end_column': 32}"
java.lang.security.audit.active-debug-code-printstacktrace.active-debug-code-printstacktrace,Possible active debug code detected. Deploying an application with debug code can create unintended entry points or expose sensitive information.,unresolved,2023-12-22T21:15:47.710869Z,medium,medium,untriaged,,,2023-12-22 21:15:47.706805+00:00,"{'name': 'nnayar-r2c/new-vulnado', 'url': 'https://github.com/nnayar-r2c/new-vulnado'}","{'file_path': 'src/main/java/com/scalesec/vulnado/Postgres.java', 'line': 100, 'column': 10, 'end_line': 100, 'end_column': 29}"
java.lang.security.audit.active-debug-code-printstacktrace.active-debug-code-printstacktrace,Possible active debug code detected. Deploying an application with debug code can create unintended entry points or expose sensitive information.,unresolved,2023-12-22T21:15:47.710869Z,medium,medium,untriaged,,,2023-12-22 21:15:47.706821+00:00,"{'name': 'nnayar-r2c/new-vulnado', 'url': 'https://github.com/nnayar-r2c/new-vulnado'}","{'file_path': 'src/main/java/com/scalesec/vulnado/Postgres.java', 'line': 114, 'column': 13, 'end_line': 114, 'end_column': 32}"
java.lang.security.audit.active-debug-code-printstacktrace.active-debug-code-printstacktrace,Possible active debug code detected. Deploying an application with debug code can create unintended entry points or expose sensitive information.,unresolved,2023-12-22T21:15:47.710869Z,medium,medium,untriaged,,,2023-12-22 21:15:47.706533+00:00,"{'name': 'nnayar-r2c/new-vulnado', 'url': 'https://github.com/nnayar-r2c/new-vulnado'}","{'file_path': 'src/main/java/com/scalesec/vulnado/User.java', 'line': 34, 'column': 7, 'end_line': 34, 'end_column': 26}"
java.lang.security.audit.active-debug-code-printstacktrace.active-debug-code-printstacktrace,Possible active debug code detected. Deploying an application with debug code can create unintended entry points or expose sensitive information.,unresolved,2023-12-22T21:15:47.710869Z,medium,medium,untriaged,,,2023-12-22 21:15:47.706549+00:00,"{'name': 'nnayar-r2c/new-vulnado', 'url': 'https://github.com/nnayar-r2c/new-vulnado'}","{'file_path': 'src/main/java/com/scalesec/vulnado/User.java', 'line': 58, 'column': 7, 'end_line': 58, 'end_column': 26}"
java.lang.security.audit.crypto.use-of-md5.use-of-md5,Detected MD5 hash algorithm which is considered insecure. MD5 is not collision resistant and is therefore not suitable as a cryptographic signature. Use HMAC instead.,unresolved,2023-12-22T21:15:47.710869Z,medium,high,untriaged,,,2023-12-22 21:15:47.706660+00:00,"{'name': 'nnayar-r2c/new-vulnado', 'url': 'https://github.com/nnayar-r2c/new-vulnado'}","{'file_path': 'src/main/java/com/scalesec/vulnado/Postgres.java', 'line': 67, 'column': 58, 'end_line': 67, 'end_column': 63}"
java.lang.security.audit.sqli.jdbc-sqli.jdbc-sqli,Detected a formatted string in a SQL statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use a prepared statements (java.sql.PreparedStatement) instead. You can obtain a PreparedStatement using 'connection.prepareStatement'.,unresolved,2023-12-22T21:15:47.710869Z,medium,low,untriaged,,,2023-12-22 21:15:47.706868+00:00,"{'name': 'nnayar-r2c/new-vulnado', 'url': 'https://github.com/nnayar-r2c/new-vulnado'}","{'file_path': 'src/main/java/com/scalesec/vulnado/User.java', 'line': 49, 'column': 22, 'end_line': 49, 'end_column': 46}"
java.spring.security.unrestricted-request-mapping.unrestricted-request-mapping,"Detected a method annotated with 'RequestMapping' that does not specify the HTTP method. CSRF protections are not enabled for GET, HEAD, TRACE, or OPTIONS, and by default all HTTP methods are allowed when the HTTP method is not explicitly specified. This means that a method that performs state changes could be vulnerable to CSRF attacks. To mitigate, add the 'method' field and specify the HTTP method (such as 'RequestMethod.POST').",unresolved,2023-12-22T21:15:47.710869Z,medium,low,untriaged,,,2023-12-22 21:15:47.706581+00:00,"{'name': 'nnayar-r2c/new-vulnado', 'url': 'https://github.com/nnayar-r2c/new-vulnado'}","{'file_path': 'src/main/java/com/scalesec/vulnado/CowController.java', 'line': 11, 'column': 6, 'end_line': 11, 'end_column': 20}"
java.spring.security.unrestricted-request-mapping.unrestricted-request-mapping,"Detected a method annotated with 'RequestMapping' that does not specify the HTTP method. CSRF protections are not enabled for GET, HEAD, TRACE, or OPTIONS, and by default all HTTP methods are allowed when the HTTP method is not explicitly specified. This means that a method that performs state changes could be vulnerable to CSRF attacks. To mitigate, add the 'method' field and specify the HTTP method (such as 'RequestMethod.POST').",unresolved,2023-12-22T21:15:47.710869Z,medium,low,untriaged,,,2023-12-22 21:15:47.706884+00:00,"{'name': 'nnayar-r2c/new-vulnado', 'url': 'https://github.com/nnayar-r2c/new-vulnado'}","{'file_path': 'src/main/java/com/scalesec/vulnado/LinksController.java', 'line': 15, 'column': 4, 'end_line': 15, 'end_column': 18}"
java.spring.security.unrestricted-request-mapping.unrestricted-request-mapping,"Detected a method annotated with 'RequestMapping' that does not specify the HTTP method. CSRF protections are not enabled for GET, HEAD, TRACE, or OPTIONS, and by default all HTTP methods are allowed when the HTTP method is not explicitly specified. This means that a method that performs state changes could be vulnerable to CSRF attacks. To mitigate, add the 'method' field and specify the HTTP method (such as 'RequestMethod.POST').",unresolved,2023-12-22T21:15:47.710869Z,medium,low,untriaged,,,2023-12-22 21:15:47.706679+00:00,"{'name': 'nnayar-r2c/new-vulnado', 'url': 'https://github.com/nnayar-r2c/new-vulnado'}","{'file_path': 'src/main/java/com/scalesec/vulnado/LinksController.java', 'line': 19, 'column': 4, 'end_line': 19, 'end_column': 18}"
javascript.express.security.audit.xss.mustache.explicit-unescape.template-explicit-unescape,"Detected an explicit unescape in a Mustache template, using triple braces '{{{...}}}' or ampersand '&'. If external data can reach these locations, your application is exposed to a cross-site scripting (XSS) vulnerability. If you must do this, ensure no external data can reach this location.",unresolved,2023-12-22T21:15:47.710869Z,medium,low,untriaged,,,2023-12-22 21:15:47.706629+00:00,"{'name': 'nnayar-r2c/new-vulnado', 'url': 'https://github.com/nnayar-r2c/new-vulnado'}","{'file_path': 'client/index.html', 'line': 73, 'column': 36, 'end_line': 73, 'end_column': 46}"
yaml.docker-compose.security.no-new-privileges.no-new-privileges,Service 'db' allows for privilege escalation via setuid or setgid binaries. Add 'no-new-privileges:true' in 'security_opt' to prevent this.,unresolved,2023-12-22T21:15:47.710869Z,medium,low,untriaged,,,2023-12-22 21:15:47.706388+00:00,"{'name': 'nnayar-r2c/new-vulnado', 'url': 'https://github.com/nnayar-r2c/new-vulnado'}","{'file_path': 'docker-compose.yml', 'line': 23, 'column': 3, 'end_line': 23, 'end_column': 5}"
yaml.docker-compose.security.writable-filesystem-service.writable-filesystem-service,"Service 'db' is running with a writable root filesystem. This may allow malicious applications to download and run additional payloads, or modify container files. If an application inside a container has to save something temporarily consider using a tmpfs. Add 'read_only: true' to this service to prevent this.",unresolved,2023-12-22T21:15:47.710869Z,medium,low,untriaged,,,2023-12-22 21:15:47.706645+00:00,"{'name': 'nnayar-r2c/new-vulnado', 'url': 'https://github.com/nnayar-r2c/new-vulnado'}","{'file_path': 'docker-compose.yml', 'line': 23, 'column': 3, 'end_line': 23, 'end_column': 5}"
