Finding Title,Finding Description & Remediation,state,First Seen,severity,confidence,triage_state,triaged_at,triage_comment,state_updated_at,repository,location
java.spring.security.audit.spring-csrf-disabled.spring-csrf-disabled,CSRF protection is disabled for this configuration. This is a security risk.,unresolved,2024-01-02T14:43:07.723780Z,medium,low,untriaged,,,,"{'name': 'javaspringvulny', 'url': 'https://github.com/Nitin-Personal/javaspringvulny.git'}","{'file_path': 'src/main/java/hawk/MultiHttpSecurityConfig.java', 'line': 181, 'column': 13, 'end_line': 183, 'end_column': 38}"
python.django.security.django-no-csrf-token.django-no-csrf-token,Manually-created forms in django templates should specify a csrf_token to prevent CSRF attacks,unresolved,2024-01-02T14:43:07.723776Z,medium,medium,ignored,2024-02-24 16:23:39.192138+00:00,,,"{'name': 'javaspringvulny', 'url': 'https://github.com/Nitin-Personal/javaspringvulny.git'}","{'file_path': 'src/main/resources/templates/general.html', 'line': 30, 'column': 13, 'end_line': 32, 'end_column': 20}"
python.django.security.django-no-csrf-token.django-no-csrf-token,Manually-created forms in django templates should specify a csrf_token to prevent CSRF attacks,unresolved,2024-01-02T14:43:07.723773Z,medium,medium,ignored,2024-02-24 16:23:39.192138+00:00,,,"{'name': 'javaspringvulny', 'url': 'https://github.com/Nitin-Personal/javaspringvulny.git'}","{'file_path': 'src/main/resources/templates/login-form-multi.html', 'line': 15, 'column': 13, 'end_line': 33, 'end_column': 20}"
python.django.security.django-no-csrf-token.django-no-csrf-token,Manually-created forms in django templates should specify a csrf_token to prevent CSRF attacks,unresolved,2024-01-02T14:43:07.723767Z,medium,medium,ignored,2024-02-24 16:23:39.192138+00:00,,,"{'name': 'javaspringvulny', 'url': 'https://github.com/Nitin-Personal/javaspringvulny.git'}","{'file_path': 'src/main/resources/templates/login.html', 'line': 15, 'column': 13, 'end_line': 28, 'end_column': 20}"
python.django.security.django-no-csrf-token.django-no-csrf-token,Manually-created forms in django templates should specify a csrf_token to prevent CSRF attacks,unresolved,2024-01-02T14:43:07.723761Z,medium,medium,ignored,2024-02-24 16:23:39.192138+00:00,,,"{'name': 'javaspringvulny', 'url': 'https://github.com/Nitin-Personal/javaspringvulny.git'}","{'file_path': 'src/main/resources/templates/search.html', 'line': 14, 'column': 13, 'end_line': 20, 'end_column': 20}"
python.django.security.django-no-csrf-token.django-no-csrf-token,Manually-created forms in django templates should specify a csrf_token to prevent CSRF attacks,unresolved,2024-01-02T14:43:07.723753Z,medium,medium,ignored,2024-02-24 16:23:39.192138+00:00,,,"{'name': 'javaspringvulny', 'url': 'https://github.com/Nitin-Personal/javaspringvulny.git'}","{'file_path': 'src/main/resources/templates/user-search.html', 'line': 14, 'column': 13, 'end_line': 20, 'end_column': 20}"
yaml.docker-compose.security.no-new-privileges.no-new-privileges,Service 'db' allows for privilege escalation via setuid or setgid binaries. Add 'no-new-privileges:true' in 'security_opt' to prevent this.,unresolved,2024-01-02T14:43:07.723750Z,medium,low,untriaged,,,,"{'name': 'javaspringvulny', 'url': 'https://github.com/Nitin-Personal/javaspringvulny.git'}","{'file_path': 'docker-compose.yml', 'line': 3, 'column': 3, 'end_line': 3, 'end_column': 5}"
yaml.docker-compose.security.no-new-privileges.no-new-privileges,Service 'javavulny' allows for privilege escalation via setuid or setgid binaries. Add 'no-new-privileges:true' in 'security_opt' to prevent this.,unresolved,2024-01-02T14:43:07.723746Z,medium,low,untriaged,,,,"{'name': 'javaspringvulny', 'url': 'https://github.com/Nitin-Personal/javaspringvulny.git'}","{'file_path': 'docker-compose.yml', 'line': 12, 'column': 3, 'end_line': 12, 'end_column': 12}"
yaml.docker-compose.security.writable-filesystem-service.writable-filesystem-service,"Service 'db' is running with a writable root filesystem. This may allow malicious applications to download and run additional payloads, or modify container files. If an application inside a container has to save something temporarily consider using a tmpfs. Add 'read_only: true' to this service to prevent this.",unresolved,2024-01-02T14:43:07.723742Z,medium,low,ignored,2024-02-24 16:23:45.775345+00:00,,,"{'name': 'javaspringvulny', 'url': 'https://github.com/Nitin-Personal/javaspringvulny.git'}","{'file_path': 'docker-compose.yml', 'line': 3, 'column': 3, 'end_line': 3, 'end_column': 5}"
yaml.docker-compose.security.writable-filesystem-service.writable-filesystem-service,"Service 'javavulny' is running with a writable root filesystem. This may allow malicious applications to download and run additional payloads, or modify container files. If an application inside a container has to save something temporarily consider using a tmpfs. Add 'read_only: true' to this service to prevent this.",unresolved,2024-01-02T14:43:07.723732Z,medium,low,ignored,2024-02-24 16:23:45.775345+00:00,,,"{'name': 'javaspringvulny', 'url': 'https://github.com/Nitin-Personal/javaspringvulny.git'}","{'file_path': 'docker-compose.yml', 'line': 12, 'column': 3, 'end_line': 12, 'end_column': 12}"
